index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
725,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,80,155,117.5,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,other scientist,sr,M
726,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,43,98,70.5,Crown Bioscience,CA,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,other scientist,na,M
727,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,"HOVER
4.8","San Francisco, CA","San Francisco, CA",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,45,78,61.5,HOVER,CA,10,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
728,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Marietta, GA","Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,50,110,80,Q2 Solutions,GA,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,other scientist,sr,na
729,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Ithaca, NY","Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,44,96,70,Q2 Solutions,NY,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
730,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1,Kronos Bio,"Cambridge, MA","San Mateo, CA",unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,100,140,120,Kronos Bi,MA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
731,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,"Arbella Insurance
3.4","Quincy, MA","Quincy, MA",1001 - 5000 ,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,61,119,90,Arbella Insurance,MA,33,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,na
732,Machine Learning Engineer (NLP),$80K-$142K (Glassdoor est.),4.1,"CK-12 Foundation
4.1","Palo Alto, CA","Palo Alto, CA",Jan-50,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1,0,0,80,142,111,CK-12 Foundation,CA,14,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,na,na
733,Senior Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,99,178,138.5,Life360,CA,13,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,na
734,Data Science Project Manager,$37K-$100K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,37,100,68.5,MassMutual,MA,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
735,Data Engineer,$62K-$113K (Glassdoor est.),3.9,"Fivestars
3.9","San Francisco, CA","San Francisco, CA",201 - 500 ,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Belly, SpotOn",0,0,62,113,87.5,Fivestars,CA,10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,P
736,"Principal, Data Science - Advanced Analytics",$86K-$137K (Glassdoor est.),3.6,"IQVIA
3.6","Plymouth Meeting, PA","Durham, NC",10000+ ,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, INC Research, PRA Health Sciences",0,0,86,137,111.5,IQVIA,PA,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,data scientist,sr,M
737,"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K (Glassdoor est.),3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,58,111,84.5,GSK,MA,191,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
738,Senior Data Engineer,$72K-$133K (Glassdoor est.),4.4,"Eventbrite
4.4","Nashville, TN","San Francisco, CA",1001 - 5000 ,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,72,133,102.5,Eventbrite,TN,15,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,na
739,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,56,91,73.5,Software Engineering Institute,PA,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
740,Data Science Manager,$95K-$160K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Allentown, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,95,160,127.5,"Numeric, LLC",PA,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
741,Research Scientist – Security and Privacy,$61K-$126K (Glassdoor est.),3.6,"Riverside Research Institute
3.6","Beavercreek, OH","Arlington, VA",501 - 1000 ,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1,0,0,61,126,93.5,Riverside Research Institute,OH,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
742,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,Novartis,MA,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,na,na
743,Data Scientist,$93K-$149K (Glassdoor est.),3.8,"Juniper Networks
3.8","Sunnyvale, CA","Sunnyvale, CA",5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149,121,Juniper Networks,CA,25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,data scientist,na,M
744,Data Scientist,$85K-$140K (Glassdoor est.),4.7,"New England Biolabs
4.7","Ipswich, MA","Ipswich, MA",201 - 500 ,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140,112.5,New England Biolabs,MA,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
745,Web Data Analyst,$77K-$135K (Glassdoor est.),4.2,"Clarity Insights
4.2","San Jose, CA","Chicago, IL",201 - 500 ,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,77,135,106,Clarity Insights,CA,13,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
746,Data Scientist,$82K-$132K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,82,132,107,Esri,CA,52,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,M
747,Data Scientist,$83K-$137K (Glassdoor est.),4.7,"Systems & Technology Research
4.7","Woburn, MA","Woburn, MA",201 - 500 ,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,83,137,110,Systems & Technology Research,MA,11,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,data scientist,na,P
748,Senior Data Scientist,$115K-$180K (Glassdoor est.),3.5,"Sartorius
3.5","Fremont, CA","Gottingen, Germany",5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,115,180,147.5,Sartorius,CA,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
749,Data Engineer,$74K-$138K (Glassdoor est.),3.5,"Lancer Insurance
3.5","Long Beach, NY","Long Beach, NY",201 - 500 ,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,74,138,106,Lancer Insurance,NY,36,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
750,Data Analyst,$64K-$112K (Glassdoor est.),4.2,"Sauce Labs
4.2","San Francisco, CA","San Francisco, CA",201 - 500 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"BrowserStack, Selenium Master, Perfecto Mobile",0,0,64,112,88,Sauce Labs,CA,13,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,analyst,na,na
751,Data Engineer,$68K-$129K (Glassdoor est.),3.6,"Persivia
3.6","Marlborough, MA","Lowell, MA",Jan-50,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,0,0,68,129,98.5,Persivia,MA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
752,Data Scientist - Algorithms & Inference,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA","San Francisco, CA",51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,110,175,142.5,Nuna,CA,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
753,Scientist,$52K-$113K (Glassdoor est.),3.4,"Edgewell Personal Care
3.4","Allendale, NJ","Shelton, CT",5001 - 10000 ,2015,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Unilever, Procter & Gamble, Henkel",0,0,52,113,82.5,Edgewell Personal Care,NJ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
754,Senior Data Scientist,$110K-$150K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL","Chicago, IL",1001 - 5000 ,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130,Equity Residential,IL,28,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,data scientist,sr,M
755,Data Scientist,Employer Provided Salary:$150K-$160K,5,"BPA Services
5.0","Washington, DC","Alexandria, VA",unknown,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,1,150,160,155,BPA Services,DC,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
756,Lead Data Scientist,$158K-$211K (Glassdoor est.),3.7,"Visa Inc.
3.7","Bellevue, WA","Foster City, CA",10000+ ,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,158,211,184.5,Visa Inc.,WA,63,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na
757,Associate Data Analyst,$20K-$39K (Glassdoor est.),3.1,"Intrado
3.1","Longmont, CO","Omaha, NE",5001 - 10000 ,1986,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),-1,0,0,20,39,29.5,Intrado,CO,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
758,Spectral Scientist/Engineer,$56K-$117K (Glassdoor est.),4.7,"Centauri
4.7","Beavercreek, OH","Chantilly, VA",501 - 1000 ,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton",0,0,56,117,86.5,Centauri,OH,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
759,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),3.7,"Caterpillar
3.7","Peoria, IL","Deerfield, IL",10000+ ,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",0,0,63,99,81,Caterpillar,IL,96,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
760,Data Scientist,$68K-$114K (Glassdoor est.),3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL","Fort Lauderdale, FL",501 - 1000 ,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,68,114,91,Zimmerman Advertising,FL,37,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
761,"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,86,143,114.5,Liberty Mutual Insurance,MA,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,na,na
762,Data Science Analyst,$41K-$95K (Glassdoor est.),4.6,"Torch Technologies, Inc.
4.6","Huntsville, AL","Huntsville, AL",1001 - 5000 ,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,0,0,41,95,68,"Torch Technologies, Inc.",AL,19,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,data scientist,na,na
763,Data Scientist,$86K-$144K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,86,144,115,Swiss Re,NY,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
764,Data Scientist,$80K-$139K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Diego, CA","Falls Church, VA",10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,80,139,109.5,Northrop Grumman,CA,82,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,data scientist,na,na
765,Data Scientist,$56K-$95K (Glassdoor est.),3.5,"Sartorius
3.5","Albuquerque, NM","Gottingen, Germany",5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,56,95,75.5,Sartorius,NM,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
766,Data Scientist,$120K-$189K (Glassdoor est.),4.1,"Netskope
4.1","San Francisco, CA","Santa Clara, CA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,9,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,data scientist,na,P
767,Data Scientist,$111K-$176K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 - 200 ,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,data scientist,na,na
768,Data Scientist,$54K-$93K (Glassdoor est.),4.1,"ClearOne Advantage
4.1","Baltimore, MD","Baltimore, MD",501 - 1000 ,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,0,0,54,93,73.5,ClearOne Advantage,MD,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,na,na
769,Data Scientist,$71K-$119K (Glassdoor est.),3.4,"CyrusOne
3.4","Dallas, TX","Dallas, TX",201 - 500 ,2000,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),"Digital Realty, CoreSite, Equinix",0,0,71,119,95,CyrusOne,TX,21,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,data scientist,na,na
770,Senior Data Scientist,$82K-$132K (Glassdoor est.),4.4,"The David J. Joseph Company
4.4","Cincinnati, OH","Cincinnati, OH",201 - 500 ,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1,0,0,82,132,107,The David J. Joseph Company,OH,136,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,data scientist,sr,M
771,Data Scientist,$84K-$146K (Glassdoor est.),4.3,"USEReady
4.3","New York, NY","New York, NY",201 - 500 ,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,84,146,115,USEReady,NY,10,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
772,Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA",501 - 1000 ,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),-1,0,0,107,172,139.5,Bill.com,CA,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,data scientist,sr,M
773,Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67,Pacific Northwest National Laboratory,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
774,Data Scientist,$61K-$109K (Glassdoor est.),3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+ ,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85,DICK'S Sporting Goods - Corporate,PA,73,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,data scientist,na,M
775,Data Scientist,$88K-$148K (Glassdoor est.),2.8,"Berg Health
2.8","Framingham, MA","Framingham, MA",51 - 200 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,88,148,118,Berg Health,MA,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
776,Data Scientist,$60K-$99K (Glassdoor est.),4.7,"Oversight Systems
4.7","Atlanta, GA","Atlanta, GA",51 - 200 ,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,60,99,79.5,Oversight Systems,GA,18,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,data scientist,na,na
777,Data Scientist - Research,$41K-$72K (Glassdoor est.),3.1,"C Space
3.1","Boston, MA","Boston, MA",201 - 500 ,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),"IDEO, Gongos, Inc., Ipsos",0,0,41,72,56.5,C Space,MA,22,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,data scientist,na,na
778,Data Scientist,$96K-$161K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Philadelphia, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,96,161,128.5,"Numeric, LLC",PA,-1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,data scientist,na,na
779,R&D Data Analysis Scientist,$65K-$130K (Glassdoor est.),4,"HP Inc.
4.0","Vancouver, WA","Palo Alto, CA",10000+ ,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,65,130,97.5,HP Inc.,WA,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,other scientist,na,M
780,Analytics Consultant,$52K-$81K (Glassdoor est.),4.4,"SpringML
4.4","Indianapolis, IN","Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,52,81,66.5,SpringML,IN,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data analitics,na,na
781,"Director, Data Science",$139K-$220K (Glassdoor est.),3.6,"Grainger
3.6","Lake Forest, IL","Lake Forest, IL",10000+ ,1927,Company - Public,Wholesale,Business Services,$10+ billion (USD),-1,0,0,139,220,179.5,Grainger,IL,94,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,data scientist,na,M
782,Scientist,$50K-$102K (Glassdoor est.),2.7,"EAG Laboratories
2.7","Maryland Heights, MO","San Diego, CA",501 - 1000 ,1978,Subsidiary or Business Segment,Research & Development,Business Services,$50 to $100 million (USD),-1,0,0,50,102,76,EAG Laboratories,MO,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
783,Data Scientist SR,$85K-$139K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Charlottesville, VA","Reston, VA",501 - 1000 ,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,85,139,112,The Buffalo Group,VA,11,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,data scientist,sr,M
784,Data Scientist,$74K-$122K (Glassdoor est.),3.1,"Carmeuse
3.1","Pittsburgh, PA","Louvain-la-Neuve, Belgium",1001 - 5000 ,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),"Lhoist, Graymont, Sibelco Group",0,0,74,122,98,Carmeuse,PA,161,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,na,M
785,R&D Sr Data Scientist,$99K-$157K (Glassdoor est.),4,"HP Inc.
4.0","Vancouver, WA","Palo Alto, CA",10000+ ,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,99,157,128,HP Inc.,WA,82,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,data scientist,sr,M
786,Customer Data Scientist/Sales Engineer (Bay,$79K-$222K (Glassdoor est.),4.3,"h2o.ai
4.3","Mountain View, CA","Mountain View, CA",201 - 500 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,79,222,150.5,h2o.ai,CA,10,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,data scientist,na,P
787,Research Scientist,$57K-$118K (Glassdoor est.),1.9,"GNS Healthcare
1.9","Cambridge, MA","Cambridge, MA",51 - 200 ,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1,0,0,57,118,87.5,GNS Healthcare,MA,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,other scientist,na,M
788,Data Scientist,$83K-$137K (Glassdoor est.),3.3,"Peraton
3.3","Chantilly, VA","Herndon, VA",1001 - 5000 ,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,83,137,110,Peraton,VA,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,na,na
789,Data Scientist,$86K-$141K (Glassdoor est.),4.4,"Pactera
4.4","San Jose, CA","Beijing, China",10000+ ,1995,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Infosys, EPAM, Accenture",0,0,86,141,113.5,Pactera,CA,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
790,Data Scientist,$94K-$154K (Glassdoor est.),3.9,"Nurx
3.9","San Francisco, CA","San Francisco, CA",51 - 200 ,2016,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,0,0,94,154,124,Nurx,CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
791,Jr. Business Data Analyst,$37K-$76K (Glassdoor est.),4.7,"webfx.com
4.7","Harrisburg, PA","Harrisburg, PA",201 - 500 ,1997,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1,0,0,37,76,56.5,webfx.com,PA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,jr,na
792,Data Scientist,$100K-$160K (Glassdoor est.),4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD","Laurel, MD",5001 - 10000 ,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",0,0,100,160,130,Johns Hopkins University Applied Physics Laboratory,MD,79,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,na,na
793,Data Analyst,$55K-$100K (Glassdoor est.),4.3,"Productive Edge
4.3","Chicago, IL","Chicago, IL",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",0,0,55,100,77.5,Productive Edge,IL,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
794,Data Engineer,$60K-$114K (Glassdoor est.),4,"Excella Consulting
4.0","Arlington, VA","Arlington, VA",201 - 500 ,2002,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,60,114,87,Excella Consulting,VA,19,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,data engineer,na,na
795,Data Analyst,$39K-$68K (Glassdoor est.),4.4,"Gensco
4.4","Tacoma, WA","Tacoma, WA",501 - 1000 ,1948,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),-1,0,0,39,68,53.5,Gensco,WA,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
796,Staff Data Scientist - Technology,$106K-$172K (Glassdoor est.),3.2,"Walmart
3.2","Plano, TX","Bentonville, AR",10000+ ,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",0,0,106,172,139,Walmart,TX,59,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,data scientist,na,M
797,Data Scientist,$86K-$142K (Glassdoor est.),3.8,"Logic20/20
3.8","San Jose, CA","Seattle, WA",201 - 500 ,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,86,142,114,Logic20/20,CA,16,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,data scientist,na,M
798,Data Scientist,$64K-$107K (Glassdoor est.),4.2,"goTRG
4.2","Miami, FL","Miami, FL",501 - 1000 ,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,64,107,85.5,goTRG,FL,13,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
